Unnamed: 0,qasrl_id,sentence,tokens,Unnamed: 0.1,len
665.0,DUC2006~!~D0643~!~3,The El Nino weather pattern occurs when weakening trade winds allow warm water in the western Pacific to pulse to the east.,The El Nino weather pattern occurs when weakening trade winds allow warm water in the western Pacific to pulse to the east .,,
666.0,TAC2011~!~D1134-A-ADFH~!~14,Tests of one antimicrobial vaginal gel were halted in failure.  ,Tests of one antimicrobial vaginal gel were halted in failure .  ,,
667.0,DUC2007~!~D0728-AGHI~!~22,Interferon is known to produce flu-like side effects.,Interferon is known to produce flu - like side effects .,,
668.0,DUC2007~!~D0727-AFGH~!~18,He separated from his wife in May and filed for divorce in July.,He separated from his wife in May and filed for divorce in July .,,
669.0,DUC2005~!~d311i~!~FT933-12936~!~287,Personal testimony and affidavits from GM staff played a key role in a Hamburg court ruling earlier this week in which VW failed to prevent Der Spiegel news magazine from continuing to publish allegations of industrial espionage against VW and its employees.,Personal testimony and affidavits from GM staff played a key role in a Hamburg court ruling earlier this week in which VW failed to prevent Der Spiegel news magazine from continuing to publish allegations of industrial espionage against VW and its employees .,,
670.0,DUC2007~!~D0724~!~XIE19991012.0270~!~746,"Approximately 300,000 deaths a year are attributed to obesity.","Approximately 300,000 deaths a year are attributed to obesity .",,
671.0,TAC2011~!~D1144-B-CDGH~!~33,"Leading toy retailer Toys R Us was looking for ways to expand its line of American-made toys, and the Toy Industry Association was seeking legislation requiring expanded toy safety inspections.","Leading toy retailer Toys R Us was looking for ways to expand its line of American - made toys , and the Toy Industry Association was seeking legislation requiring expanded toy safety inspections .",,
672.0,TAC2011~!~D1115-A-ACDH~!~12,"The leakage was stopped by late afternoon, and workers concentrated on cleaning up the spill.    ","The leakage was stopped by late afternoon , and workers concentrated on cleaning up the spill .    ",,
673.0,TAC2011~!~D1128-B-BDEF~!~17,"The Taylor trial will begin with the prosecution's four-hour opening statement, and then will adjourn until 25 June 2007, when it will hear the first of 150 scheduled prosecution witnesses.  ","The Taylor trial will begin with the prosecution 's four - hour opening statement , and then will adjourn until 25 June 2007 , when it will hear the first of 150 scheduled prosecution witnesses .  ",,
674.0,DUC2005~!~d311i~!~FT934-12696~!~824,"Possible charges against Mr Lopez, his colleagues and the company include wire or mail fraud, which carry possible penalties of imprisonment or fines.","Possible charges against Mr Lopez , his colleagues and the company include wire or mail fraud , which carry possible penalties of imprisonment or fines .",,
675.0,TAC2008~!~D0831-A~!~APW_ENG_20041029.0342~!~60,"Colombia's hardline government said Friday it is willing to meet with members of the country's main leftist rebel group in an unprecedented offer aimed at freeing dozens of rebel hostages, including three Americans.","Colombia 's hardline government said Friday it is willing to meet with members of the country 's main leftist rebel group in an unprecedented offer aimed at freeing dozens of rebel hostages , including three Americans .",,
676.0,TAC2008~!~D0814-A-CEFH~!~9,"Libyan leader Moammar Gadhafi, called for a Darfur mini-summit to be held on October 21, 2004 in Sirte, Libyan.","Libyan leader Moammar Gadhafi , called for a Darfur mini - summit to be held on October 21 , 2004 in Sirte , Libyan .",,
677.0,TAC2011~!~D1135-A-EFGH~!~30,Banks and financial authorities across Europe were urgently trying to determine the scope and impact of losses.,Banks and financial authorities across Europe were urgently trying to determine the scope and impact of losses .,,
678.0,TAC2008~!~D0821-B~!~AFP_ENG_20050715.0268~!~31,"British police said Friday they were ""aware"" of an arrest in Egypt in connection with the investigation into last week's London bombings.","British police said Friday they were "" aware "" of an arrest in Egypt in connection with the investigation into last week 's London bombings .",,
679.0,TAC2011~!~D1112-A-ACGH~!~18,"Alvarez was charged with 11 counts of murder, one count each of arson and train wrecking, and special circumstance of multiple murders.","Alvarez was charged with 11 counts of murder , one count each of arson and train wrecking , and special circumstance of multiple murders .",,
680.0,TAC2011~!~D1112-A-ACGH~!~23,"The jury in the Juan Alvarez murder trial recommended on July 15, 2008 that Alvarez be sentenced to life in prison without parole.","The jury in the Juan Alvarez murder trial recommended on July 15 , 2008 that Alvarez be sentenced to life in prison without parole .",,
681.0,DUC2007~!~D0704-AHIJ~!~29,"Kenya, Tanzania, and Rwanda all said AI's reports were calculated to incite citizens against the government.","Kenya , Tanzania , and Rwanda all said AI 's reports were calculated to incite citizens against the government .",,
682.0,DUC2007~!~D0705-AGHJ~!~3,In June 1996 the Basque separatist group ETA declared a week-long cease-fire in its 27-year violent struggle for independence.,In June 1996 the Basque separatist group ETA declared a week - long cease - fire in its 27-year violent struggle for independence .,,
683.0,DUC2006~!~D0650e~!~NYT19991020.0378~!~298,Representatives of the Hilton Foundation - which is chipping in $13.6 million over 10 years for Carter Center blindness prevention programs - and the Lions Clubs - which are providing $16 million over five years - traveled with Carter to Mali last week.,Representatives of the Hilton Foundation - which is chipping in $ 13.6 million over 10 years for Carter Center blindness prevention programs - and the Lions Clubs - which are providing $ 16 million over five years - traveled with Carter to Mali last week .,,
684.0,TAC2011~!~D1101-A-ABCD~!~4,"At about 1045, on October 02, 2006, the gunman, Charles Carl Roberts IV, age 32, entered the Georgetown Amish School in Nickel Mines, Pennsylvania, a tiny village about 55 miles west of Philadelphia.","At about 1045 , on October 02 , 2006 , the gunman , Charles Carl Roberts IV , age 32 ,   entered the Georgetown Amish School in Nickel Mines , Pennsylvania , a tiny village about 55 miles west of Philadelphia .",,
685.0,DUC2006~!~D0640~!~55,The ship was reported not to be carrying nuclear weapons and its nuclear reactor had been switched off.,The ship was reported not to be carrying nuclear weapons and its nuclear reactor had been switched off .,,
686.0,TAC2011~!~D1123-B-ADGH~!~4,"Officials are studying footage from the embassy's security cameras, Greek local cameras and cell phone communications near the area of the attack.","Officials are studying footage from the embassy 's security cameras , Greek local cameras and cell phone communications near the area of the attack .",,
687.0,TAC2011~!~D1139-B-CDFG~!~24,NATO announced that it is too far from the hijacking and has no plans to intercept.  ,NATO announced that it is too far from the hijacking and has no plans to intercept .  ,,
688.0,DUC2007-update~!~D0743J-B~!~XIE19990823.0005~!~86,Over 60 aftershocks measuring at least 4.0 on the Richter scale have occurred since the quake hit western Turkey in the early hours of August 17.,Over 60 aftershocks measuring at least 4.0 on the Richter scale have occurred since the quake hit western Turkey in the early hours of August 17 .,,
689.0,DUC2006~!~D0608h~!~APW19990603.0163~!~83,"The company's move follows a recommendation by the National Transportation Safety Board in January that a nationwide network of ""fitting stations"" for child seats be established to prevent the deaths of children in automobile accidents.","The company 's move follows a recommendation by the National Transportation Safety Board in January that a nationwide network of "" fitting stations "" for child seats be established to prevent the deaths of children in automobile accidents .",,
690.0,DUC2006~!~D0601~!~22,Indian tribes on reservations enjoy a unique legal status.,Indian tribes on reservations enjoy a unique legal status .,,
691.0,DUC2005~!~d345j~!~FT934-15352~!~327,"By buying local companies, Philip Morris and its subsidiary inherit informal trade contacts cultivated under Soviet rule that may help to smooth any future moves east.","By buying local companies , Philip Morris and its subsidiary inherit informal trade contacts cultivated under Soviet rule that may help to smooth any future moves east .",,
