qa_uuid,qasrl_id,tokens,verb,question,answer,answer_range,verb_idx
2010~!~D1021-A-ABDE~!~4528~!~2~!~29~!~involved~!~3108,2010~!~D1021-A-ABDE~!~4528~!~2,"['However', ',', 'the', 'judge', 'in', 'neighboring', 'Marion', 'county', ',', 'where', 'one', 'of', 'the', 'encounters', 'took', 'place', ',', 'wants', 'more', 'information', 'on', 'a', 'trial', ""'s"", 'impact', 'on', 'the', 'two', 'youth', 'involved', ',', 'thus', 'reopening', 'the', 'investigation', '.']",involved,Who was involved?,the two youth,26:28,29
2010~!~D1021-A-ABDE~!~4528~!~2~!~32~!~reopening~!~3109,2010~!~D1021-A-ABDE~!~4528~!~2,"['However', ',', 'the', 'judge', 'in', 'neighboring', 'Marion', 'county', ',', 'where', 'one', 'of', 'the', 'encounters', 'took', 'place', ',', 'wants', 'more', 'information', 'on', 'a', 'trial', ""'s"", 'impact', 'on', 'the', 'two', 'youth', 'involved', ',', 'thus', 'reopening', 'the', 'investigation', '.']",reopening,Who reopened something?,the judge,2:3,32
2010~!~D1021-A-ABDE~!~4528~!~2~!~32~!~reopening~!~3110,2010~!~D1021-A-ABDE~!~4528~!~2,"['However', ',', 'the', 'judge', 'in', 'neighboring', 'Marion', 'county', ',', 'where', 'one', 'of', 'the', 'encounters', 'took', 'place', ',', 'wants', 'more', 'information', 'on', 'a', 'trial', ""'s"", 'impact', 'on', 'the', 'two', 'youth', 'involved', ',', 'thus', 'reopening', 'the', 'investigation', '.']",reopening,What is being reopened?,the investigation,33:34,32
2010~!~D1021-A-ABDE~!~4527~!~0~!~8~!~said~!~3111,2010~!~D1021-A-ABDE~!~4527~!~0,"['Ric', 'Ridgeway', 'of', 'the', 'State', 'Attorney', ""'s"", 'Office', 'said', 'new', 'plea', 'deal', 'would', 'be', 'proposed', '.']",said,Who said something?,Ric Ridgeway,0:1,8
2010~!~D1021-A-ABDE~!~4527~!~0~!~8~!~said~!~3112,2010~!~D1021-A-ABDE~!~4527~!~0,"['Ric', 'Ridgeway', 'of', 'the', 'State', 'Attorney', ""'s"", 'Office', 'said', 'new', 'plea', 'deal', 'would', 'be', 'proposed', '.']",said,What did someone say?,new plea deal would be proposed,9:14,8
2010~!~D1021-A-ABDE~!~4527~!~0~!~12~!~would~!~3113,2010~!~D1021-A-ABDE~!~4527~!~0,"['Ric', 'Ridgeway', 'of', 'the', 'State', 'Attorney', ""'s"", 'Office', 'said', 'new', 'plea', 'deal', 'would', 'be', 'proposed', '.']",would,What would something?,new plea deal,9:11,12
2010~!~D1021-A-ABDE~!~4527~!~0~!~12~!~would~!~3114,2010~!~D1021-A-ABDE~!~4527~!~0,"['Ric', 'Ridgeway', 'of', 'the', 'State', 'Attorney', ""'s"", 'Office', 'said', 'new', 'plea', 'deal', 'would', 'be', 'proposed', '.']",would,What did something will?,be proposed,13:14,12
2010~!~D1021-A-ABDE~!~4527~!~0~!~14~!~proposed~!~3115,2010~!~D1021-A-ABDE~!~4527~!~0,"['Ric', 'Ridgeway', 'of', 'the', 'State', 'Attorney', ""'s"", 'Office', 'said', 'new', 'plea', 'deal', 'would', 'be', 'proposed', '.']",proposed,What is be proposed?,new plea deal,9:11,14
2010~!~D1021-A-ABDE~!~4529~!~2~!~4~!~developed~!~3116,2010~!~D1021-A-ABDE~!~4529~!~2,"['However', ',', 'a', 'hitch', 'developed', 'when', 'a', 'judge', 'balked', ',', 'wanting', 'more', 'information', 'and', 'changes', 'to', 'the', 'plea', '.']",developed,What was developed?,a hitch,2:3,4
2010~!~D1021-A-ABDE~!~4529~!~2~!~4~!~developed~!~3117,2010~!~D1021-A-ABDE~!~4529~!~2,"['However', ',', 'a', 'hitch', 'developed', 'when', 'a', 'judge', 'balked', ',', 'wanting', 'more', 'information', 'and', 'changes', 'to', 'the', 'plea', '.']",developed,When was something developed?,when a judge balked,5:8,4
2010~!~D1021-A-ABDE~!~4529~!~2~!~8~!~balked~!~3118,2010~!~D1021-A-ABDE~!~4529~!~2,"['However', ',', 'a', 'hitch', 'developed', 'when', 'a', 'judge', 'balked', ',', 'wanting', 'more', 'information', 'and', 'changes', 'to', 'the', 'plea', '.']",balked,Who balked?,a judge,6:7,8
2010~!~D1021-A-ABDE~!~4529~!~2~!~8~!~balked~!~3119,2010~!~D1021-A-ABDE~!~4529~!~2,"['However', ',', 'a', 'hitch', 'developed', 'when', 'a', 'judge', 'balked', ',', 'wanting', 'more', 'information', 'and', 'changes', 'to', 'the', 'plea', '.']",balked,Why did someone balk?,wanting more information and changes to the plea,10:17,8
2010~!~D1021-A-ABDE~!~4529~!~2~!~10~!~wanting~!~3120,2010~!~D1021-A-ABDE~!~4529~!~2,"['However', ',', 'a', 'hitch', 'developed', 'when', 'a', 'judge', 'balked', ',', 'wanting', 'more', 'information', 'and', 'changes', 'to', 'the', 'plea', '.']",wanting,Who wanted something?,a judge,6:7,10
2010~!~D1021-A-ABDE~!~4529~!~2~!~10~!~wanting~!~3121,2010~!~D1021-A-ABDE~!~4529~!~2,"['However', ',', 'a', 'hitch', 'developed', 'when', 'a', 'judge', 'balked', ',', 'wanting', 'more', 'information', 'and', 'changes', 'to', 'the', 'plea', '.']",wanting,What did someone want?,more information and changes to the plea,11:17,10
2008~!~D0806-A-AEGH~!~4542~!~0~!~3~!~fought~!~3122,2008~!~D0806-A-AEGH~!~4542~!~0,"['Mr.', 'Schiavo', 'has', 'fought', 'for', 'legal', 'permission', 'to', 'remove', 'her', 'feeding', 'tube', ',', 'which', 'has', 'kept', 'her', 'alive', 'for', '15', 'years', '.']",fought,Who has fought for something?,Mr. Schiavo,0:1,3
2008~!~D0806-A-AEGH~!~4542~!~0~!~3~!~fought~!~3123,2008~!~D0806-A-AEGH~!~4542~!~0,"['Mr.', 'Schiavo', 'has', 'fought', 'for', 'legal', 'permission', 'to', 'remove', 'her', 'feeding', 'tube', ',', 'which', 'has', 'kept', 'her', 'alive', 'for', '15', 'years', '.']",fought,What has someone fought for?,legal permission to remove her feeding tube,5:11,3
2008~!~D0806-A-AEGH~!~4542~!~0~!~8~!~remove~!~3124,2008~!~D0806-A-AEGH~!~4542~!~0,"['Mr.', 'Schiavo', 'has', 'fought', 'for', 'legal', 'permission', 'to', 'remove', 'her', 'feeding', 'tube', ',', 'which', 'has', 'kept', 'her', 'alive', 'for', '15', 'years', '.']",remove,Who removed something?,Mr. Schiavo,0:1,8
2008~!~D0806-A-AEGH~!~4542~!~0~!~8~!~remove~!~3125,2008~!~D0806-A-AEGH~!~4542~!~0,"['Mr.', 'Schiavo', 'has', 'fought', 'for', 'legal', 'permission', 'to', 'remove', 'her', 'feeding', 'tube', ',', 'which', 'has', 'kept', 'her', 'alive', 'for', '15', 'years', '.']",remove,What was be removed?,her feeding tube,9:11,8
2008~!~D0806-A-AEGH~!~4542~!~0~!~15~!~kept~!~3126,2008~!~D0806-A-AEGH~!~4542~!~0,"['Mr.', 'Schiavo', 'has', 'fought', 'for', 'legal', 'permission', 'to', 'remove', 'her', 'feeding', 'tube', ',', 'which', 'has', 'kept', 'her', 'alive', 'for', '15', 'years', '.']",kept,What has kept someone?,her feeding tube,9:11,15
2008~!~D0806-A-AEGH~!~4542~!~0~!~15~!~kept~!~3127,2008~!~D0806-A-AEGH~!~4542~!~0,"['Mr.', 'Schiavo', 'has', 'fought', 'for', 'legal', 'permission', 'to', 'remove', 'her', 'feeding', 'tube', ',', 'which', 'has', 'kept', 'her', 'alive', 'for', '15', 'years', '.']",kept,Who has something kept?,her,16:16,15
2008~!~D0806-A-AEGH~!~4542~!~0~!~15~!~kept~!~3128,2008~!~D0806-A-AEGH~!~4542~!~0,"['Mr.', 'Schiavo', 'has', 'fought', 'for', 'legal', 'permission', 'to', 'remove', 'her', 'feeding', 'tube', ',', 'which', 'has', 'kept', 'her', 'alive', 'for', '15', 'years', '.']",kept,What has something kept?,her alive,16:17,15
2008~!~D0806-A-AEGH~!~4542~!~0~!~15~!~kept~!~3129,2008~!~D0806-A-AEGH~!~4542~!~0,"['Mr.', 'Schiavo', 'has', 'fought', 'for', 'legal', 'permission', 'to', 'remove', 'her', 'feeding', 'tube', ',', 'which', 'has', 'kept', 'her', 'alive', 'for', '15', 'years', '.']",kept,How has something kept someone?,alive,17:17,15
2008~!~D0806-A-AEGH~!~4542~!~0~!~15~!~kept~!~3130,2008~!~D0806-A-AEGH~!~4542~!~0,"['Mr.', 'Schiavo', 'has', 'fought', 'for', 'legal', 'permission', 'to', 'remove', 'her', 'feeding', 'tube', ',', 'which', 'has', 'kept', 'her', 'alive', 'for', '15', 'years', '.']",kept,How long has something kept something?,for 15 years,18:20,15
2008~!~D0806-A-AEGH~!~4542~!~1~!~14~!~feeding~!~3131,2008~!~D0806-A-AEGH~!~4542~!~1,"['Michael', 'Schiavo', ""'s"", 'legal', 'battle', 'to', 'have', 'his', 'long', '-', 'comatose', 'wife', 'Terri', ""'s"", 'feeding', 'tube', 'removed', 'against', 'her', 'parents', ""'"", 'wishes', 'began', 'in', '1993', '.']",feeding,Who was feeding something?,Terri,12:12,14
2008~!~D0806-A-AEGH~!~4542~!~1~!~14~!~feeding~!~3132,2008~!~D0806-A-AEGH~!~4542~!~1,"['Michael', 'Schiavo', ""'s"", 'legal', 'battle', 'to', 'have', 'his', 'long', '-', 'comatose', 'wife', 'Terri', ""'s"", 'feeding', 'tube', 'removed', 'against', 'her', 'parents', ""'"", 'wishes', 'began', 'in', '1993', '.']",feeding,What was being fed?,tube,15:15,14
2008~!~D0806-A-AEGH~!~4542~!~1~!~16~!~removed~!~3133,2008~!~D0806-A-AEGH~!~4542~!~1,"['Michael', 'Schiavo', ""'s"", 'legal', 'battle', 'to', 'have', 'his', 'long', '-', 'comatose', 'wife', 'Terri', ""'s"", 'feeding', 'tube', 'removed', 'against', 'her', 'parents', ""'"", 'wishes', 'began', 'in', '1993', '.']",removed,What was removed?,Terri 's feeding tube,12:15,16
2008~!~D0806-A-AEGH~!~4542~!~1~!~16~!~removed~!~3134,2008~!~D0806-A-AEGH~!~4542~!~1,"['Michael', 'Schiavo', ""'s"", 'legal', 'battle', 'to', 'have', 'his', 'long', '-', 'comatose', 'wife', 'Terri', ""'s"", 'feeding', 'tube', 'removed', 'against', 'her', 'parents', ""'"", 'wishes', 'began', 'in', '1993', '.']",removed,How was something removed?,against her parents ' wishes,17:21,16
2008~!~D0806-A-AEGH~!~4542~!~1~!~16~!~removed~!~3135,2008~!~D0806-A-AEGH~!~4542~!~1,"['Michael', 'Schiavo', ""'s"", 'legal', 'battle', 'to', 'have', 'his', 'long', '-', 'comatose', 'wife', 'Terri', ""'s"", 'feeding', 'tube', 'removed', 'against', 'her', 'parents', ""'"", 'wishes', 'began', 'in', '1993', '.']",removed,What was something removed with?,her parents ' wishes,18:21,16
2008~!~D0806-A-AEGH~!~4542~!~1~!~22~!~began~!~3136,2008~!~D0806-A-AEGH~!~4542~!~1,"['Michael', 'Schiavo', ""'s"", 'legal', 'battle', 'to', 'have', 'his', 'long', '-', 'comatose', 'wife', 'Terri', ""'s"", 'feeding', 'tube', 'removed', 'against', 'her', 'parents', ""'"", 'wishes', 'began', 'in', '1993', '.']",began,When did something begin?,in 1993,23:24,22
2008~!~D0806-A-AEGH~!~4548~!~0~!~6~!~continues~!~3137,2008~!~D0806-A-AEGH~!~4548~!~0,"['The', 'seven', '-', 'year', 'legal', 'battle', 'continues', 'over', 'the', 'fate', 'of', 'Terri', 'Schiavo', ',', 'who', 'has', 'been', 'in', 'a', 'vegetative', 'state', 'for', 'over', '15', 'years', '.']",continues,What continues?,The seven - year legal battle,0:5,6
2008~!~D0806-A-AEGH~!~4548~!~0~!~6~!~continues~!~3138,2008~!~D0806-A-AEGH~!~4548~!~0,"['The', 'seven', '-', 'year', 'legal', 'battle', 'continues', 'over', 'the', 'fate', 'of', 'Terri', 'Schiavo', ',', 'who', 'has', 'been', 'in', 'a', 'vegetative', 'state', 'for', 'over', '15', 'years', '.']",continues,What does something continue on?,the fate of Terri Schiavo,8:12,6
2008~!~D0806-A-AEGH~!~4546~!~0~!~2~!~testified~!~3139,2008~!~D0806-A-AEGH~!~4546~!~0,"['Some', 'doctors', 'testified', 'that', 'Terri', 'Schiavo', 'is', 'in', 'a', 'persistent', 'vegetative', 'state', 'after', 'a', 'sudden', 'heart', 'attack', ',', 'with', 'no', 'hope', 'for', 'recovery', '.']",testified,Who testified something?,Some doctors,0:1,2
2008~!~D0806-A-AEGH~!~4546~!~0~!~2~!~testified~!~3140,2008~!~D0806-A-AEGH~!~4546~!~0,"['Some', 'doctors', 'testified', 'that', 'Terri', 'Schiavo', 'is', 'in', 'a', 'persistent', 'vegetative', 'state', 'after', 'a', 'sudden', 'heart', 'attack', ',', 'with', 'no', 'hope', 'for', 'recovery', '.']",testified,What did someone testify?,"that Terri Schiavo is in a persistent vegetative state after a sudden heart attack , with no hope for recovery",3:22,2
2008~!~D0806-A-AEGH~!~4552~!~0~!~4~!~declined~!~3141,2008~!~D0806-A-AEGH~!~4552~!~0,"['The', 'US', 'Supreme', 'Court', 'declined', 'to', 'get', 'involved', '.']",declined,Who declined to do something?,The US Supreme Court,0:3,4
2008~!~D0806-A-AEGH~!~4552~!~0~!~4~!~declined~!~3142,2008~!~D0806-A-AEGH~!~4552~!~0,"['The', 'US', 'Supreme', 'Court', 'declined', 'to', 'get', 'involved', '.']",declined,What did someone decline?,to get involved,5:7,4
2008~!~D0806-A-AEGH~!~4552~!~0~!~4~!~declined~!~3143,2008~!~D0806-A-AEGH~!~4552~!~0,"['The', 'US', 'Supreme', 'Court', 'declined', 'to', 'get', 'involved', '.']",declined,What did someone decline to do?,get involved,6:7,4
2008~!~D0806-A-AEGH~!~4552~!~0~!~6~!~get~!~3144,2008~!~D0806-A-AEGH~!~4552~!~0,"['The', 'US', 'Supreme', 'Court', 'declined', 'to', 'get', 'involved', '.']",get,Who didn't get something?,The US Supreme Court,0:3,6
2008~!~D0806-A-AEGH~!~4552~!~0~!~6~!~get~!~3145,2008~!~D0806-A-AEGH~!~4552~!~0,"['The', 'US', 'Supreme', 'Court', 'declined', 'to', 'get', 'involved', '.']",get,What didn't someone get?,involved,7:7,6
2008~!~D0806-A-AEGH~!~4552~!~0~!~7~!~involved~!~3146,2008~!~D0806-A-AEGH~!~4552~!~0,"['The', 'US', 'Supreme', 'Court', 'declined', 'to', 'get', 'involved', '.']",involved,Who was be involved?,The US Supreme Court,0:3,7
2008~!~D0806-A-AEGH~!~4552~!~1~!~5~!~refused~!~3147,2008~!~D0806-A-AEGH~!~4552~!~1,"['The', 'U.S.', 'Supreme', 'Court', 'has', 'refused', 'involvement', '.']",refused,Who has refused something?,The U.S. Supreme Court,0:3,5
2008~!~D0806-A-AEGH~!~4552~!~1~!~5~!~refused~!~3148,2008~!~D0806-A-AEGH~!~4552~!~1,"['The', 'U.S.', 'Supreme', 'Court', 'has', 'refused', 'involvement', '.']",refused,What has someone refused?,involvement,6:6,5
2009~!~D0928-A-ACEF~!~4583~!~0~!~1~!~convicted~!~3149,2009~!~D0928-A-ACEF~!~4583~!~0,"['If', 'convicted', ',', 'Koslowski', 'and', 'Swartz', 'each', 'could', 'face', '25', 'years', 'in', 'prison', '.']",convicted,Who is convicted?,Koslowski and Swartz,3:5,1
2009~!~D0928-A-ACEF~!~4583~!~0~!~8~!~face~!~3150,2009~!~D0928-A-ACEF~!~4583~!~0,"['If', 'convicted', ',', 'Koslowski', 'and', 'Swartz', 'each', 'could', 'face', '25', 'years', 'in', 'prison', '.']",face,When can someone face something?,If convicted,0:1,8
2009~!~D0928-A-ACEF~!~4583~!~0~!~8~!~face~!~3151,2009~!~D0928-A-ACEF~!~4583~!~0,"['If', 'convicted', ',', 'Koslowski', 'and', 'Swartz', 'each', 'could', 'face', '25', 'years', 'in', 'prison', '.']",face,Who can face something?,Koslowski and Swartz,3:5,8
2009~!~D0928-A-ACEF~!~4583~!~0~!~8~!~face~!~3152,2009~!~D0928-A-ACEF~!~4583~!~0,"['If', 'convicted', ',', 'Koslowski', 'and', 'Swartz', 'each', 'could', 'face', '25', 'years', 'in', 'prison', '.']",face,What can someone face?,25 years,9:10,8
2009~!~D0928-A-ACEF~!~4583~!~0~!~8~!~face~!~3153,2009~!~D0928-A-ACEF~!~4583~!~0,"['If', 'convicted', ',', 'Koslowski', 'and', 'Swartz', 'each', 'could', 'face', '25', 'years', 'in', 'prison', '.']",face,Where can someone face something?,in prison,11:12,8
2009~!~D0928-A-ACEF~!~4583~!~1~!~2~!~face~!~3154,2009~!~D0928-A-ACEF~!~4583~!~1,"['Kozlowski', 'could', 'face', '30', 'years', 'in', 'prison', '.']",face,Who can face something?,Kozlowski,0:0,2
2009~!~D0928-A-ACEF~!~4583~!~1~!~2~!~face~!~3155,2009~!~D0928-A-ACEF~!~4583~!~1,"['Kozlowski', 'could', 'face', '30', 'years', 'in', 'prison', '.']",face,What can someone face?,30 years,3:4,2
2009~!~D0928-A-ACEF~!~4583~!~1~!~2~!~face~!~3156,2009~!~D0928-A-ACEF~!~4583~!~1,"['Kozlowski', 'could', 'face', '30', 'years', 'in', 'prison', '.']",face,Where can someone face something?,in prison,5:6,2
2009~!~D0928-A-ACEF~!~4591~!~0~!~2~!~refused~!~3157,2009~!~D0928-A-ACEF~!~4591~!~0,"['The', 'judge', 'refused', 'separate', 'trials', '.']",refused,Who refused something?,The judge,0:1,2
2009~!~D0928-A-ACEF~!~4591~!~0~!~2~!~refused~!~3158,2009~!~D0928-A-ACEF~!~4591~!~0,"['The', 'judge', 'refused', 'separate', 'trials', '.']",refused,What did someone refuse?,separate trials,3:4,2
2009~!~D0928-A-ACEF~!~4591~!~1~!~1~!~refused~!~3159,2009~!~D0928-A-ACEF~!~4591~!~1,"['He', 'refused', 'to', 'separate', 'the', 'two', 'men', ""'s"", 'cases', 'or', 'allegations', 'of', 'accounting', 'fraud', 'and', 'looting', '.']",refused,Who refused to do something?,He,0:0,1
2009~!~D0928-A-ACEF~!~4591~!~1~!~1~!~refused~!~3160,2009~!~D0928-A-ACEF~!~4591~!~1,"['He', 'refused', 'to', 'separate', 'the', 'two', 'men', ""'s"", 'cases', 'or', 'allegations', 'of', 'accounting', 'fraud', 'and', 'looting', '.']",refused,What did someone refuse?,to separate the two men 's cases or allegations of accounting fraud and looting,2:15,1
2009~!~D0928-A-ACEF~!~4591~!~1~!~1~!~refused~!~3161,2009~!~D0928-A-ACEF~!~4591~!~1,"['He', 'refused', 'to', 'separate', 'the', 'two', 'men', ""'s"", 'cases', 'or', 'allegations', 'of', 'accounting', 'fraud', 'and', 'looting', '.']",refused,What did someone refuse to do?,separate the two men 's cases or allegations of accounting fraud and looting,3:15,1
2009~!~D0928-A-ACEF~!~4591~!~1~!~3~!~separate~!~3162,2009~!~D0928-A-ACEF~!~4591~!~1,"['He', 'refused', 'to', 'separate', 'the', 'two', 'men', ""'s"", 'cases', 'or', 'allegations', 'of', 'accounting', 'fraud', 'and', 'looting', '.']",separate,Who didn't separate something?,He,0:0,3
2009~!~D0928-A-ACEF~!~4591~!~1~!~3~!~separate~!~3163,2009~!~D0928-A-ACEF~!~4591~!~1,"['He', 'refused', 'to', 'separate', 'the', 'two', 'men', ""'s"", 'cases', 'or', 'allegations', 'of', 'accounting', 'fraud', 'and', 'looting', '.']",separate,What didn't someone separate?,the two men 's cases,4:8,3
2009~!~D0903-B-ADEG~!~4715~!~0~!~6~!~yielded~!~3164,2009~!~D0903-B-ADEG~!~4715~!~0,"['Taiwan', ""'s"", 'renewable', 'energy', 'promotion', 'has', 'yielded', 'the', 'world', ""'s"", 'third', 'highest', 'installation', 'density', 'of', 'solar', 'water', 'heaters', '.']",yielded,What has yielded something?,Taiwan 's renewable energy promotion,0:4,6
2009~!~D0903-B-ADEG~!~4715~!~0~!~6~!~yielded~!~3165,2009~!~D0903-B-ADEG~!~4715~!~0,"['Taiwan', ""'s"", 'renewable', 'energy', 'promotion', 'has', 'yielded', 'the', 'world', ""'s"", 'third', 'highest', 'installation', 'density', 'of', 'solar', 'water', 'heaters', '.']",yielded,What has something yielded?,the world 's third highest installation density of solar water heaters,7:17,6
2009~!~D0903-B-ADEG~!~4710~!~0~!~20~!~powered~!~3166,2009~!~D0903-B-ADEG~!~4710~!~0,"['Taiwan', 'is', 'proud', 'of', 'having', 'the', 'worlds', '3rd', 'highest', 'density', 'of', 'solar', 'water', 'heaters', 'and', 'has', 'a', '""', 'solar', '-', 'powered', 'city', '""', 'project', 'underway', '.']",powered,What is powered?,city,21:21,20
2009~!~D0903-B-ADEG~!~4717~!~0~!~2~!~would~!~3167,2009~!~D0903-B-ADEG~!~4717~!~0,"['The', 'plan', 'would', 'provide', '1300', 'villages', 'with', '15', 'solar', 'generating', 'plants', 'each', '.']",would,What will to do something?,The plan,0:1,2
2009~!~D0903-B-ADEG~!~4717~!~0~!~2~!~would~!~3168,2009~!~D0903-B-ADEG~!~4717~!~0,"['The', 'plan', 'would', 'provide', '1300', 'villages', 'with', '15', 'solar', 'generating', 'plants', 'each', '.']",would,What did something will to do?,provide 1300 villages with 15 solar generating plants each,3:11,2
2009~!~D0903-B-ADEG~!~4717~!~0~!~3~!~provide~!~3169,2009~!~D0903-B-ADEG~!~4717~!~0,"['The', 'plan', 'would', 'provide', '1300', 'villages', 'with', '15', 'solar', 'generating', 'plants', 'each', '.']",provide,What would provide something?,The plan,0:1,3
2009~!~D0903-B-ADEG~!~4717~!~0~!~3~!~provide~!~3170,2009~!~D0903-B-ADEG~!~4717~!~0,"['The', 'plan', 'would', 'provide', '1300', 'villages', 'with', '15', 'solar', 'generating', 'plants', 'each', '.']",provide,What would something provide?,1300 villages,4:5,3
2009~!~D0903-B-ADEG~!~4717~!~0~!~3~!~provide~!~3171,2009~!~D0903-B-ADEG~!~4717~!~0,"['The', 'plan', 'would', 'provide', '1300', 'villages', 'with', '15', 'solar', 'generating', 'plants', 'each', '.']",provide,What would something provide something with?,15 solar generating plants each,7:11,3
2009~!~D0903-B-ADEG~!~4717~!~1~!~1~!~plans~!~3172,2009~!~D0903-B-ADEG~!~4717~!~1,"['Angola', 'plans', 'to', 'provide', 'solar', 'power', 'plants', 'to', '1,300', 'villages', '.']",plans,Who plans to do something?,Angola,0:0,1
2009~!~D0903-B-ADEG~!~4717~!~1~!~1~!~plans~!~3173,2009~!~D0903-B-ADEG~!~4717~!~1,"['Angola', 'plans', 'to', 'provide', 'solar', 'power', 'plants', 'to', '1,300', 'villages', '.']",plans,What does someone plan?,"to provide solar power plants to 1,300 villages",2:9,1
2009~!~D0903-B-ADEG~!~4717~!~1~!~1~!~plans~!~3174,2009~!~D0903-B-ADEG~!~4717~!~1,"['Angola', 'plans', 'to', 'provide', 'solar', 'power', 'plants', 'to', '1,300', 'villages', '.']",plans,What does someone plan to do?,"provide solar power plants to 1,300 villages",3:9,1
2009~!~D0903-B-ADEG~!~4717~!~1~!~3~!~provide~!~3175,2009~!~D0903-B-ADEG~!~4717~!~1,"['Angola', 'plans', 'to', 'provide', 'solar', 'power', 'plants', 'to', '1,300', 'villages', '.']",provide,Who provides something?,Angola,0:0,3
2009~!~D0903-B-ADEG~!~4717~!~1~!~3~!~provide~!~3176,2009~!~D0903-B-ADEG~!~4717~!~1,"['Angola', 'plans', 'to', 'provide', 'solar', 'power', 'plants', 'to', '1,300', 'villages', '.']",provide,What is being provided?,solar power plants,4:6,3
2009~!~D0903-B-ADEG~!~4717~!~1~!~3~!~provide~!~3177,2009~!~D0903-B-ADEG~!~4717~!~1,"['Angola', 'plans', 'to', 'provide', 'solar', 'power', 'plants', 'to', '1,300', 'villages', '.']",provide,Where is something being provided?,"to 1,300 villages",7:9,3
